School,Department,Name,Designation,Profile_Link,Education_Details,Post_Doctoral_Experiences,Areas_of_Specialization
School of Healthcare Science and Engineering (SHINE),Healthcare Science and Technology,Dr. Kishor Lakshminarayanan,Associate Professor,https://vit.ac.in/healthcare-science-a/dr-kishor-lakshminarayanan,"[{""Institution"": ""University of Wisconsin-Milwaukee"", ""Degree"": ""PhD"", ""Specialization"": ""Bioengineering"", ""Graduation_Year"": ""2016""}, {""Institution"": ""Arizona State University"", ""Degree"": ""M S"", ""Specialization"": ""Bioengineering"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Pondicherry University"", ""Degree"": ""B.Tech."", ""Specialization"": ""Bioengineering"", ""Graduation_Year"": ""2010""}]",Cleveland Clinic - 2017-2019,"[""Neuroscience"", ""Virtual Reality"", ""Machine Learning"", ""Hand  Rehabilitation""]"
School of Healthcare Science and Engineering (SHINE),Healthcare Science and Technology,Dr. Raunak Kumar Das (CBCMT),Associate Professor,https://vit.ac.in/healthcare-science-a/dr-raunak-kumar-das,null,null,null
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Pandivelan C,Professor & HOD,https://vit.ac.in/manufacturing-engine/dr-pandivelan-c,"[{""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""Ph.D."", ""Specialization"": ""Metal Forming"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Madurai Kamaraj University"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""Production Engineering"", ""Graduation_Year"": ""2001""}, {""Institution"": ""Bharathidasan University"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1999""}]",,"[""Metal Forming"", ""Machining"", ""Hydro Forming"", ""Composites"", ""Manufacturing""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Devendranath Ramkumar K,Professor & Dean,https://vit.ac.in/manufacturing-engine/dr-devendranath-ramkumar-k,"[{""Institution"": ""VIT Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Welding of dissimilar alloys"", ""Graduation_Year"": ""2012""}, {""Institution"": ""VIT Vellore"", ""Degree"": ""M.Tech."", ""Specialization"": ""CAD/CAM"", ""Graduation_Year"": ""2004""}, {""Institution"": ""Bharathidasan University"", ""Degree"": ""B.E."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2001""}]",,"[""Dissimilar metal welding; microbial influenced corrosion; materials characterization; wire arc additive manufacturing;""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Ahankari Sandeep Sureshrao,Professor,https://vit.ac.in/manufacturing-engine/dr-ahankari-sandeep-sureshrao,"[{""Institution"": ""University of  Guelph, ON, Canada"", ""Degree"": ""PDF"", ""Specialization"": ""Biobased Polymers & Biocomposites"", ""Graduation_Year"": ""2010""}, {""Institution"": ""IIT Kanpur, Kanpur, UP"", ""Degree"": ""Ph.D"", ""Specialization"": ""Materials Science"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Materials and Metallurgical Engineering"", ""Degree"": ""M.Tech"", ""Specialization"": ""VNIT Nagpur, Nagpur, MH"", ""Graduation_Year"": ""2002""}]",,"[""Polymer nanocomposites- Processing and thermo-mechanical characterization;  Polymer biocomposites for biogas separation"", ""water purification membranes"", ""and packaging film applications"", ""Functionally Graded Polymer Composites"", ""Fatigue testing and chara""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. M Anthony Xavior,Professor & Dean - Academics,https://vit.ac.in/manufacturing-engine/dr-m-anthony-xavior,"[{""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""Ph.D."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""Manufacturing Technology"", ""Graduation_Year"": ""2006""}, {""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1991""}]",,"[""Metals and Alloys"", ""Machinability Studies"", ""Powder Metallurgy"", ""Metal Matrix Composites"", ""Additive Manufacturing: Direct Energy Deposition & SLM""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Aravind Raj S,Professor,https://vit.ac.in/manufacturing-engine/dr-aravind-raj-s,"[{""Institution"": ""NIT Tiruchirappalli"", ""Degree"": ""Ph.D."", ""Specialization"": ""Industrial Engineering"", ""Graduation_Year"": ""2014""}, {""Institution"": ""Anna University"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""Production Engineering"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Anna University"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2007""}]",,"[""Industrial Engineering"", ""Additive Manufacturing"", ""Biomimetic structures"", ""High temperature applications"", ""Green composites""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. S K Ariful Rahaman,Professor & Director - CMCT,https://vit.ac.in/manufacturing-engine/dr-s-k-ariful-rahaman,"[{""Institution"": ""IIT Kanpur"", ""Degree"": ""Ph.D."", ""Specialization"": ""Materials Science"", ""Graduation_Year"": ""2010""}, {""Institution"": ""IIT-BHU"", ""Degree"": ""M.E."", ""Specialization"": ""Ceramic Engineering"", ""Graduation_Year"": ""2004""}, {""Institution"": ""University of Calcutta"", ""Degree"": ""B.E"", ""Specialization"": ""Ceramic Technology"", ""Graduation_Year"": ""2002""}]",2010 - 2012,"[""Nanocomposites & Multiscale Composites"", ""Polymer thin film and Polymer foam"", ""Perovskite solar cell"", ""Mg based alloys"", ""Nanomaterials for Energy Application""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Arivazhagan N,Professor,https://vit.ac.in/manufacturing-engine/dr-arivazhagan-n,"[{""Institution"": ""IIT Roorkee"", ""Degree"": ""Ph.D."", ""Specialization"": ""Welding and High temperature corrosion"", ""Graduation_Year"": ""2007""}, {""Institution"": ""NIT Warangal"", ""Degree"": ""M.Tech."", ""Specialization"": ""Industrial Metallurgy"", ""Graduation_Year"": ""2002""}, {""Institution"": ""Adhiyamaan College of Engineering"", ""Degree"": ""B.E."", ""Specialization"": ""Production Engineering"", ""Graduation_Year"": ""1997""}]",,"[""Metal Joining"", ""High Temperature corrosion"", ""Thermal barrier coatings""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Dega Nagaraju,Professor,https://vit.ac.in/manufacturing-engine/dr-dega-nagaraju,"[{""Institution"": ""Sri Venkateswara University College of Engineering, Sri Venkateswara University, Tirupati,"", ""Degree"": ""Ph.D."", ""Specialization"": ""Industrial Engineering"", ""Graduation_Year"": ""2011""}, {""Institution"": ""Sri Venkateswara University College of Engineering, Sri Venkateswara University, Tirupati,"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""Industrial Engineering"", ""Graduation_Year"": ""2001""}, {""Institution"": ""Sri Venkateswara University College of Engineering, Sri Venkateswara University, Tirupati"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1998""}]",,"[""Supply Chain Modelling"", ""Decision Analysis"", ""Machining and Optimization"", ""Metal Matrix Composites"", ""Wire Arc Additive Manufacturing.""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Geetha Manivasagam,Professor & Director - CBCMT,https://vit.ac.in/manufacturing-engine/dr-geetha-manivasagam,"[{""Institution"": ""Anna University"", ""Degree"": ""Ph.D."", ""Specialization"": ""Biomaterials, Surface engineering, Laser treatment, Additive manufacturing, Corrosion, Tribology, Thermomechanical treatment"", ""Graduation_Year"": ""2002""}, {""Institution"": ""University of Madras"", ""Degree"": ""M.Phil"", ""Specialization"": ""Crystallography and Biophysics"", ""Graduation_Year"": ""1990""}, {""Institution"": ""University of Madras"", ""Degree"": ""M.Sc"", ""Specialization"": ""Crystallography and Biophysics"", ""Graduation_Year"": ""1988""}, {""Institution"": ""University of Madras"", ""Degree"": ""B.Sc"", ""Specialization"": ""Physics"", ""Graduation_Year"": ""1986""}]",yes,"[""Biomaterials"", ""Surface engineering"", ""Additive manufacturing"", ""TiboCorrosion"", ""Aerospace Materials""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Jayakrishna K,Professor,https://vit.ac.in/manufacturing-engine/dr-jayakrishna-k,"[{""Institution"": ""National Institute of Technology Tiruchirappalli"", ""Degree"": ""Ph.D"", ""Specialization"": ""Sustainable Manufacturing"", ""Graduation_Year"": ""2014""}, {""Institution"": ""Alagappa University"", ""Degree"": ""MBA"", ""Specialization"": ""Human Resource Management"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Anna University"", ""Degree"": ""M.E"", ""Specialization"": ""Production Engineering"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Anna University"", ""Degree"": ""B.E"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2006""}]","Visiting Researcher - Professor (Research and Training) Centre for Supply Chain Improvement, Derby Business School, College of Business, Law and Social Sciences, University of Derby, United Kingdom. , Visiting Researcher, Centre for Logistics, Procurement and Supply Chain Management, School of Management, Cranfield University, United Kingdom","[""Industry 5.0"", ""Circular Supply Chain Management"", ""Sustainable Product Development and Manufacturing"", ""Coatings and polymer composites for biomedical and ballistic applications"", ""Sustainable packaging"", ""Frugal Engineering""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Jeevanantham AK,Professor,https://vit.ac.in/manufacturing-engine/dr-jeevanantham-ak,"[{""Institution"": ""Thiagarajar College of Engineering, MK University, Madurai"", ""Degree"": ""Ph.D"", ""Specialization"": ""Tolerance Analysis in High-precision Mechanical Assemblies"", ""Graduation_Year"": ""2007""}, {""Institution"": ""Adhiyamaan Coolege of Engineering Hosur, Madras University Chennai."", ""Degree"": ""M.E"", ""Specialization"": ""Production Engineering"", ""Graduation_Year"": ""2001""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""B.E"", ""Specialization"": ""Production Engineering"", ""Graduation_Year"": ""1999""}]",,"[""\u2022\tWorkability Behaviour of Bulk Materials  \u2022\tMetal Forming Analysis \u2022\tTolerance Analysis for High-precision Assemblies \u2022\tProcess optimization using DOE & RSM""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. John Rajan A,Professor,https://vit.ac.in/manufacturing-engine/dr-john-rajan-a,"[{""Institution"": ""Anna University, Guindy, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Industrial Engineering"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Madurai Kamaraj University, Madurai"", ""Degree"": ""M.E"", ""Specialization"": ""Industrial Engineering"", ""Graduation_Year"": ""1994""}, {""Institution"": ""Madurai Kamaraj University, Madurai"", ""Degree"": ""B.E"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1990""}]",,"[""Supply Chain Management & Green Logistics Optimization Of Performance Of Solar Pvt Wind Mill Turbine Manufacturer\u2019s Supply Chain Studies On Continuous And Pulsed Gas Tungsten Arc Weldments Of Dissimilar Stainless Steels (Gtaw) Multi-Criteria Decision Making Method For Fused Deposition Modelling Part""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Kuppan P,Professor & Director - DQAA,https://vit.ac.in/manufacturing-engine/dr-kuppan-p,"[{""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D"", ""Specialization"": ""Advanced Manufacturing"", ""Graduation_Year"": ""2006""}, {""Institution"": ""CEG, Anna University, Chennai"", ""Degree"": ""M.E."", ""Specialization"": ""Computer Integrated Manufacturing"", ""Graduation_Year"": ""2000""}, {""Institution"": ""IE, Kolkata"", ""Degree"": ""AMIE"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1996""}]",,"[""Nontraditional machining"", ""Machining of Advanced Materials"", ""Sustainable Machining"", ""Applications of FEA in Design and Manufacturing""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Murugan M,Professor,https://vit.ac.in/manufacturing-engine/dr-murugan-m,"[{""Institution"": ""IIT Madras"", ""Degree"": ""Ph.D."", ""Specialization"": ""Metal Cutting"", ""Graduation_Year"": ""2001""}, {""Institution"": ""College of Engineering, Guindy, Chennai"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""Production"", ""Graduation_Year"": ""1989""}, {""Institution"": ""College of Engineering, Guindy, Chennai"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Mechanical"", ""Graduation_Year"": ""1986""}]",,"[""Metal Cutting  Hybrid manufacturing Processes  Metrology""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Narendra Kumar U,Professor,https://vit.ac.in/manufacturing-engine/dr-narendra-kumar-u,"[{""Institution"": ""University of Potsdam, Germany"", ""Degree"": ""Ph.D."", ""Specialization"": ""Materialien in den Lebenswissenschaften"", ""Graduation_Year"": ""2012""}]",,"[""Shape Memory Materials - Shape memory Polymers"", ""magnetically active triple-shape Nanocomposites"", ""Shape-memory effect"", ""Polymer Composites - Fiber reinforced composites"", ""Graphene nanoparticles reinforced composites"", ""Flame-Retardant Hybrid Composites"", ""Biodegradable Composites"", ""Cellulose-based materials - Cellulose Nanocomposites"", ""Magnesium Composites"", ""TiN based film - Magnetron Sputtering"", ""Multilayer and composite coating"", ""Optical Behavior""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Padmanabhan K,Professor,https://vit.ac.in/manufacturing-engine/dr-padmanabhan-k,"[{""Institution"": ""Indian Institute of Science , Bangalore"", ""Degree"": ""Ph.D. [Engg]"", ""Specialization"": ""Composites Technology"", ""Graduation_Year"": ""1995""}, {""Institution"": ""Indian Institute of Science , Bangalore"", ""Degree"": ""M.Sc [Engg]"", ""Specialization"": ""Composites Technology"", ""Graduation_Year"": ""1991""}, {""Institution"": ""Annamalai University"", ""Degree"": ""M.Sc"", ""Specialization"": ""Physics and Materials Science"", ""Graduation_Year"": ""1986""}]","NTU,  Singapore, University of Delaware, USA and  Singapore MIT Alliance, Singapore","[""Materials Engineering"", ""Composite Materials Design and Manufacturing"", ""Fracture and Failure Analysis"", ""Finite Element Analysis"", ""Product Development.""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. RAJAMURUGAN G,Professor,https://vit.ac.in/manufacturing-engine/dr-rajamurugan-g,"[{""Institution"": ""IIT-Roorkee"", ""Degree"": ""Ph.D."", ""Specialization"": ""Welding Engineering"", ""Graduation_Year"": ""2013""}, {""Institution"": ""NIT-Tiruchirappalli (Bharathidasan University)"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""Welding Engineering"", ""Graduation_Year"": ""2002""}, {""Institution"": ""GCE Salem (Madras University)"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Metallurgical Engineering"", ""Graduation_Year"": ""2000""}]",,"[""Metal Joining"", ""Additive Manufacturing"", ""Material Science"", ""Composite Materials"", ""Powder Metallurgy""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Raja Annamalai A,Professor & Director - CIMR,https://vit.ac.in/manufacturing-engine/dr-raja-annamalai-a,"[{""Institution"": ""Indian Institute of Technology Kanpur"", ""Degree"": ""Ph.D."", ""Specialization"": ""Material Science and Engineering"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Anna University Main Campus, Chennai"", ""Degree"": ""M.Tech."", ""Specialization"": ""Ceramic Technology"", ""Graduation_Year"": ""2007""}, {""Institution"": ""Anna university Chennai"", ""Degree"": ""B. Tech."", ""Specialization"": ""Chemical Engineering"", ""Graduation_Year"": ""2005""}]",,"[""Light metals and alloys"", ""Additive Manufacturing"", ""Structure-property correlations in advanced engineering materials"", ""Ceramics"", ""Corrosion""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Rajyalakshmi G,Professor,https://vit.ac.in/manufacturing-engine/dr-rajyalakshmi-g,"[{""Institution"": ""Sri Venkateswara University, Tirupati"", ""Degree"": ""Ph.D."", ""Specialization"": ""Production"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Sri Venkateswara University, Tirupati"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""Industrial Engineering"", ""Graduation_Year"": ""2003""}, {""Institution"": ""Sri Venkateswara University, Tirupati"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Mechanical"", ""Graduation_Year"": ""2001""}]",,"[""Advanced Manufacturing"", ""Surface engineering"", ""Industry 4.0 Sustainable manufacturing"", ""Metal matrix Composite materials""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Ramanujam R,Professor & Asst. Director - DQAA,https://vit.ac.in/manufacturing-engine/dr-ramanujam-r,Error: Exceeded 30 redirects.,Error: Exceeded 30 redirects.,Error: Exceeded 30 redirects.
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Sampath Kumar T,Professor,https://vit.ac.in/manufacturing-engine/dr-sampath-kumar-t,"[{""Institution"": ""Anna University Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""DEVELOPMENT AND CHARACTERISATION OF NANOSTRUCTURED TiAlN, AlCrN, TiAlN/AlCrN, AlCrN/TiAlN AND TiNbN COATED CARBIDE CUTTING TOOLS"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Anna University Chennai"", ""Degree"": ""M.E."", ""Specialization"": ""Manufacturing Engineering"", ""Graduation_Year"": ""2004""}, {""Institution"": ""A.M.I.E - IEI (KOLKATA)"", ""Degree"": ""AMIE"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2001""}, {""Institution"": ""State Board of Technical Education and Training"", ""Degree"": ""Diploma (Mechanical Engineering)"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1993""}]",,"[""Coatings"", ""Composites"", ""Machining"", ""Additive Manufacturing"", ""Optimization""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Senthil Kumaran S,Professor,https://vit.ac.in/manufacturing-engine/dr-senthil-kumaran-s,"[{""Institution"": ""National Institute Of Technology, Tiruchirappalli"", ""Degree"": ""Ph.D."", ""Specialization"": ""Welding"", ""Graduation_Year"": ""2012""}, {""Institution"": ""National Institute Of Technology, Tiruchirappalli"", ""Degree"": ""M.Tech."", ""Specialization"": ""Materials Science"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Bharathiar University, Coimbatore"", ""Degree"": ""B.E"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2004""}]",,"[""Composite Materials"", ""Welding"", ""Tribology"", ""Additive Manufacturing"", ""Non-traditional machining""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Sivaprasad Darla,Professor,https://vit.ac.in/manufacturing-engine/dr-sivaprasad-darla,"[{""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Product Lifecycle Cost"", ""Graduation_Year"": ""2018""}, {""Institution"": ""NIT Calicut, formerly REC Calicut"", ""Degree"": ""M.E."", ""Specialization"": ""Industrial Engineering"", ""Graduation_Year"": ""2000""}, {""Institution"": ""S.V. University College of Engineering, Tirupati"", ""Degree"": ""B.E."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1997""}]",,"[""Optimization"", ""Product lifecycle management"", ""Supply chain management"", ""Manufacturing system""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Soumen Pal,Professor,https://vit.ac.in/manufacturing-engine/dr-soumen-pal,"[{""Institution"": ""Jadavpur University"", ""Degree"": ""Ph.D."", ""Specialization"": ""Engineering (Materials Science & Engineering)"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Jadavpur University"", ""Degree"": ""M.S"", ""Specialization"": ""Mathematics (Specialization in Applied Mathematics)"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Sambalpur University"", ""Degree"": ""B.S"", ""Specialization"": ""Mathematics"", ""Graduation_Year"": ""2001""}]",,"[""Ceramic Materials"", ""Nanotechnology"", ""Powder Metallurgy"", ""LLM/AI/ML/DL Applications"", ""Quantum Computing Applications""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Sridhar V.G,Professor,https://vit.ac.in/manufacturing-engine/dr-sridhar-v-g,"[{""Institution"": ""VIT University, Vellore"", ""Degree"": ""Ph.D"", ""Specialization"": ""Manufacturing & Inspection"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Anna University, CEG, Chennai"", ""Degree"": ""M.E"", ""Specialization"": ""Production Engineering"", ""Graduation_Year"": ""1996""}, {""Institution"": ""University of Madras, Chennai"", ""Degree"": ""B.E"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1993""}]",,"[""Lean Manufacturing Friction Stir Welding Machine Vision System New Product Development Technology Innovation & Startup""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Srinivasa Gupta N,Professor,https://vit.ac.in/manufacturing-engine/dr-srinivasa-gupta-n,"[{""Institution"": ""VIT University, Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2014""}, {""Institution"": ""IIT Madras, chennai"", ""Degree"": ""PG"", ""Specialization"": ""Industrial Management"", ""Graduation_Year"": ""2002""}, {""Institution"": ""University of Madras"", ""Degree"": ""UG"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1996""}]",,"[""\u2022\tHeuristics  \u2022\tErgonomics \u2022\tQuality Engineering \u2022\tReliability Engineering \u2022\t Six Sigma""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Sudhakara pandian R,Professor,https://vit.ac.in/manufacturing-engine/dr-sudhakara-pandian-r,"[{""Institution"": ""National Institute of Technology, Rourkela"", ""Degree"": ""Ph.D."", ""Specialization"": ""Manufacturing, Optimization"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Thiagarajar College of Engineering, M.K. University Madurai"", ""Degree"": ""M.E."", ""Specialization"": ""Industrial Engineering"", ""Graduation_Year"": ""2001""}, {""Institution"": ""Thiagarajar College of Engineering, M.K. University Madurai"", ""Degree"": ""B.E."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""1998""}]","Post.Doc in Manufacturing System, Technical University of Kosice, Slovakia, Feb 2010","[""Artificial Intelligence"", ""Machine Learning"", ""Machine Vision"", ""Optimization"", ""Mass Customization"", ""Sustainable Supply Chain Management"", ""Circular Economy.""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Thiagarajan S,Professor,https://vit.ac.in/manufacturing-engine/dr-thiagarajan-s,"[{""Institution"": ""IIT Madras"", ""Degree"": ""Ph.D."", ""Specialization"": ""Manufacturing"", ""Graduation_Year"": ""2004""}, {""Institution"": ""IIT Delhi"", ""Degree"": ""M.E."", ""Specialization"": ""Production"", ""Graduation_Year"": ""1985""}, {""Institution"": ""Madras University"", ""Degree"": ""B.E."", ""Specialization"": ""Production"", ""Graduation_Year"": ""1983""}]",,"[""Scheduling in manufacturing systems"", ""Stochastic programming"", ""Decision making under uncertainty"", ""Risk analysis in SCM"", ""Resilience and Sustainability in SCs""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Venkateshwarlu B,Professor,https://vit.ac.in/manufacturing-engine/dr-venkateshwarlu-b,"[{""Institution"": ""IIT Kharagpur, West Bengal"", ""Degree"": ""Ph.D"", ""Specialization"": ""Surface Engineering"", ""Graduation_Year"": ""2014""}, {""Institution"": ""University College of Engineering, Osmania University, Hyderabad"", ""Degree"": ""M.E"", ""Specialization"": ""Production Engineering"", ""Graduation_Year"": ""2004""}, {""Institution"": ""University College of Engineering, Osmania University, Hyderabad"", ""Degree"": ""B.E"", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2000""}]",,"[""Air plasma spraying"", ""HVOF spraying"", ""Tribological characterization"", ""Nanostructured coatings"", ""Conventional ceramic coatings""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Ashish Kumar,Associate Professor,https://vit.ac.in/manufacturing-engine/dr-ashish-kumar,"[{""Institution"": ""IIT Bombay"", ""Degree"": ""Ph.D."", ""Specialization"": ""Metallurgical Engineering & Materials Science"", ""Graduation_Year"": ""2016""}, {""Institution"": ""NIT Trichy"", ""Degree"": ""M.Tech"", ""Specialization"": ""Materials Science and Engineering"", ""Graduation_Year"": ""2010""}, {""Institution"": ""MJPRU Bareilly"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2007""}, {""Institution"": ""MJPRU Bareilly"", ""Degree"": ""B.Sc"", ""Specialization"": ""Physics, Electronics, Math"", ""Graduation_Year"": ""2005""}]","Max-Planck-Institute for Iron Research (Now: Max Planck Institute for Sustainable Materials) Dusseldorf, Germany","[""Micro-mechanical Behavior of Materials"", ""Orientation Microscopy (Texture)"", ""Thermo-Mechanical Processing"", ""Metal Matrix Composite"", ""Additive Manufacturing""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Chinmaya Prasad Mohanty,Associate Professor,https://vit.ac.in/manufacturing-engine/dr-chinmaya-prasad-mohanty,"[{""Institution"": ""National Institute of Technology, Rourkela"", ""Degree"": ""Ph.D"", ""Specialization"": ""Manufacturing Engineering"", ""Graduation_Year"": ""2016""}, {""Institution"": ""Sikhya O Anusandhan University"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2011""}, {""Institution"": ""Biju Pattanaik University of Technology, Rourkela,Odisha"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Mechanical Engineering"", ""Graduation_Year"": ""2007""}]",,"[""Additive Manufacturing"", ""Cryogenic Machining"", ""Intelligent Manufacturing"", ""Artificial Intelligence"", ""Hybrid Machining""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Jambeswar Sahu,Associate Professor,https://vit.ac.in/manufacturing-engine/dr-jambeswar-sahu,"[{""Institution"": ""Indian Institute of Technology Bombay"", ""Degree"": ""Ph.D."", ""Specialization"": ""Manufacturing"", ""Graduation_Year"": ""2019""}, {""Institution"": ""National Institute of Technology Rourkela"", ""Degree"": ""M.E."", ""Specialization"": ""Production"", ""Graduation_Year"": ""2012""}, {""Institution"": ""Biju Patnaik University of Technology"", ""Degree"": ""B.Tech"", ""Specialization"": ""Mechanical"", ""Graduation_Year"": ""2009""}]",,"[""Additive Manufacturing"", ""Metal forming (Micro-forming)"", ""Machining"", ""Welding"", ""Mechanical testing and Characterization""]"
School of Mechanical Engineering (SMEC),Manufacturing Engineering,Dr. Muralidharan B,Associate Professor,https://vit.ac.in/manufacturing-engine/dr-muralidharan-b,"[{""Institution"": ""IIITDM Jabalpur"", ""Degree"": ""Ph.D."", ""Specialization"": ""Advanced Manufacturing"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Anna University"", ""Degree"": ""M.E. / M.Tech."", ""Specialization"": ""CAD"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Anna University"", ""Degree"": ""B.E. / B.Tech."", ""Specialization"": ""Mechanical"", ""Graduation_Year"": ""2006""}]",,"[""Advanced Machining"", ""Surface modification"", ""Conventional Machining""]"
